,Общая,Этаж,Срок сдачи,Тип жилья,Цена,Комнат,Район,Линк,Жилая,Кухня,Санузел,Балкон/лоджия,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Высота потолков,Построен,Ремонт,Вид из окон,Планировка,Отделка
154,45,4,,Вторичка,2500000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246776589/,15,22,1 совмещенный,1 балкон,,,1966,Евроремонт,,Изолированная,
155,44,3,,Вторичка,1640000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/222122460/,30,6,1 совмещенный,1 балкон,16.9-13.2 м²,"2,7 м",1959,,На улицу,Смежная,
156,54,4,,Вторичка,3000000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245676149/,30,8,1 раздельный,1 лоджия,16.1-14.3 м²,"2,6 м",2005,,На улицу,Изолированная,
157,47,3,,Вторичка,4890000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/220142101/,29,5,1 совмещенный,,17.3-12.5 м²,3 м,,,,Изолированная,
158,37,1,,Вторичка,1850000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/227122599/,22,8,1 совмещенный,,14.6-7.9 м²,"2,5 м",,,Во двор,Смежная,
159,34,1,,Вторичка,800000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/227688258/,24,5,1 совмещенный,,10.4-14.1 м²,"2,8 м",1957,,,Смежная,
160,49,2,,Вторичка,2070000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/185538660/,30,7,1 раздельный,,15-15.7 м²,"2,9 м",,,Во двор,Изолированная,
161,57,3,,Вторичка,2410000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/224219844/,33,8,1 раздельный,1 балкон,19.4-14 м²,3 м,,,,Изолированная,
162,51,4,,Вторичка,2530000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/237861507/,28,9,1 раздельный,1 балкон,16.9-11.8 м²,"2,6 м",1989,,На улицу,Изолированная,
163,54,2,,Вторичка,3400000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/236843043/,31,6,1 совмещенный,1 балкон,15.7-15.5 м²,"3,5 м",1960,,,Изолированная,
164,46,13,,Вторичка,4350000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/239267253/,25,10,1 совмещенный,2 лоджии,13-12 м²,"2,7 м",2010,Евроремонт,На улицу,Изолированная,
165,45,7,,Вторичка,2050000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/242420241/,24,8,1 совмещенный,2 лоджии,12-12 м²,"2,7 м",,Евроремонт,,Изолированная,
166,53,1,,Вторичка,2370000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/241029705/,29,9,1 раздельный,1 лоджия,16.5-13 м²,"2,55 м",1980,Без ремонта,,Изолированная,
167,36,1,,Вторичка,1250000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/240273107/,19,7,1 совмещенный,,13.6-5.9 м²,"3,2 м",,Без ремонта,На улицу,,
168,48,17,,Вторичка,3200000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/239334711/,24,11,1 совмещенный,1 лоджия,8.8-15.7 м²,"2,7 м",2010,Евроремонт,На улицу,Изолированная,
169,65,7,,Вторичка,4400000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/238293092/,34,13,1 совмещенный,1 балкон,17.7-16.5 м²,"2,55 м",2014,,На улицу,Изолированная,
170,86,8,,Вторичка,4500000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/238608273/,39,8,1 раздельный,2 лоджии,16-23 м²,"2,7 м",2018,Без ремонта,,,
171,51,7,,Вторичка,2770000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/244670442/,29,8,1 раздельный,1 лоджия,17-12 м²,1 м,,,Во двор,Изолированная,
172,50,16,,Вторичка,3150000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/245111640/,28,7,1 раздельный,1 балкон,16-12.6 м²,"2,6 м",1983,Евроремонт,,Изолированная,
173,46,2,,Вторичка,2470000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/239183120/,9,27,1 совмещенный,1 балкон,,"2,5 м",1963,Евроремонт,Во двор,Изолированная,
174,39,2,,Вторичка,1900000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/242843243/,25,7,1 раздельный,1 балкон,16.8-8.9 м²,"2,5 м",,,Во двор,Смежная,
175,33,15,,Вторичка,2590000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/243154725/,21,5,1 совмещенный,1 лоджия,9.7-12 м²,"2,7 м",2016,,Во двор,Изолированная,
176,50,9,,Вторичка,2420000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/225288096/,28,8,1 раздельный,1 лоджия,16.7-11.7 м²,"2,6 м",1983,,Во двор,Изолированная,
177,41,4,,Вторичка,1600000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/240528735/,28,6,1 совмещенный,1 балкон,13-15 м²,"2,5 м",,,Во двор,Смежная,
178,44,5,,Вторичка,1850000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/239935262/,33,6,1 раздельный,1 балкон,18-15 м²,"2,65 м",,,,,
179,37,1,,Вторичка,1770000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/223108222/,21,8,1 совмещенный,,17.2-4.6 м²,"2,5 м",1963,,Во двор,Смежная,
180,46,4,,Вторичка,2500000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240849821/,37,6,1 совмещенный,1 балкон,15.1-22.7 м²,"2,6 м",1966,Евроремонт,Во двор,,
181,57,8,,Вторичка,3500000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/232951868/,33,10,1 раздельный,2 лоджии,19.2-14.3 м²,"2,55 м",1994,Евроремонт,Во двор,Изолированная,
182,51,1,,Вторичка,2770000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/246585190/,31,8,1 раздельный,1 лоджия,14.9-16.3 м²,"2,6 м",1976,,Во двор,Изолированная,
183,47,2,,Вторичка,1700000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246776678/,29,9,1 совмещенный,1 лоджия,17.9-11.7 м²,,1952,,,Изолированная,
184,35,2,,Вторичка,1730000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246776438/,19,4,1 раздельный,,10.7-8.5 м²,,1953,,,Изолированная,
185,42,8,,Вторичка,1830000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/246776491/,28,6,1 совмещенный,1 лоджия,11.2-16.9 м²,,1979,,На улицу,Смежная,
186,41,1,,Вторичка,1850000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246776665/,27,5,1 раздельный,,12.5-14.5 м²,,,,,Смежная,
187,40,2,,Вторичка,1850000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246776495/,30,5,1 совмещенный,1 балкон,18.7-11.5 м²,,1958,,Во двор,Смежная,
188,41,5,,Вторичка,1879000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246776548/,27,6,1 раздельный,1 балкон,11.7-15.3 м²,,1971,,,Изолированная,
189,48,1,,Вторичка,1900000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246776514/,30,6,1 раздельный,,13.3-17 м²,,1971,Без ремонта,,Изолированная,
190,41,1,,Вторичка,1980000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/246776558/,26,6,1 совмещенный,,17-8 м²,,1962,,На улицу,Изолированная,
191,44,1,,Вторичка,2000000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246776641/,31,6,1 совмещенный,,18.7-12.9 м²,,1959,,Во двор,,
192,44,4,,Вторичка,2090000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246776375/,23,6,1 совмещенный,1 балкон,14-10 м²,,1967,Евроремонт,На улицу,Изолированная,
193,56,5,,Вторичка,2160000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246776458/,31,8,1 раздельный,"1 балкон, 1 лоджия",,,1958,,,Изолированная,
194,46,8,,Вторичка,2250000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246776416/,30,6,1 раздельный,1 балкон,19-11 м²,,1978,,,Изолированная,
195,51,8,,Вторичка,2290000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246776482/,28,9,1 раздельный,1 балкон,16.7-11.9 м²,,1985,,,Изолированная,
196,47,5,,Вторичка,2350000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/246776367/,28,8,1 раздельный,1 лоджия,15-12 м²,,1987,,,Изолированная,
197,47,5,,Вторичка,2350000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/246776367/,28,8,1 раздельный,1 лоджия,15-12 м²,,1987,,,Изолированная,
198,42,4,,Вторичка,2400000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246776386/,28,6,1 совмещенный,1 балкон,18.3-9.9 м²,,1968,,,Смежная,
199,45,3,,Вторичка,2500000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246776406/,37,5,1 совмещенный,1 балкон,15.1-22.7 м²,,1966,,,,
200,47,4,,Вторичка,2500000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246776533/,29,6,1 совмещенный,1 балкон,22.7-15.1 м²,,1966,Евроремонт,,,
201,56,5,,Вторичка,2565000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246776390/,31,8,1 раздельный,1 балкон,13-17 м²,,2020,Без ремонта,,Изолированная,
202,51,2,,Вторичка,2570000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246776433/,29,8,1 раздельный,1 балкон,17-12 м²,,1993,,На улицу,Изолированная,
203,55,5,,Вторичка,2560000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246776521/,31,8,1 раздельный,1 лоджия,17.5-13.6 м²,,2020,Без ремонта,,Изолированная,
204,52,9,,Вторичка,2600000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246776609/,28,8,1 раздельный,1 балкон,,,1982,,На улицу,Изолированная,
205,45,5,,Вторичка,2700000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/246776661/,35,6,1 раздельный,1 балкон,20-15 м²,,,,,Изолированная,
206,51,8,,Вторичка,2760000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/246776524/,29,9,1 раздельный,1 лоджия,17-12 м²,,1978,,Во двор,Изолированная,
207,50,5,,Вторичка,2750000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246776584/,28,8,1 раздельный,1 лоджия,,,,,Во двор,Изолированная,
208,52,3,,Вторичка,2900000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/246776393/,28,8,1 раздельный,1 лоджия,16.5-11.8 м²,,,,,Изолированная,
209,56,9,,Вторичка,2990000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/246776643/,35,6,1 раздельный,1 лоджия,17.6-17.3 м²,,1971,,Во двор,Изолированная,
210,48,1,,Вторичка,2975000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/246776451/,26,7,1 совмещенный,,26-9 м²,,1952,,,Изолированная,
211,52,2,,Вторичка,3100000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246776554/,35,12,1 раздельный,1 балкон,,,2016,,,Изолированная,
212,43,9,,Вторичка,3100000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246776535/,26,7,1 совмещенный,1 лоджия,17-9 м²,,1981,,,Изолированная,
213,52,7,,Вторичка,3290000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246776525/,28,8,1 раздельный,1 лоджия,16.8-11.6 м²,,1993,,На улицу,Изолированная,
214,51,12,,Вторичка,3420000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246776618/,29,8,1 раздельный,1 балкон,12.8-16.2 м²,,1991,,Во двор,Изолированная,
215,58,2,,Вторичка,3550000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246776373/,32,12,1 совмещенный,1 балкон,12-18 м²,,,,,Изолированная,
216,48,2,,Вторичка,3700000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/246776541/,28,7,1 раздельный,1 балкон,17.1-11.3 м²,,1973,Евроремонт,Во двор,Изолированная,
217,72,8,,Вторичка,3880000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246776471/,38,12,1 раздельный,1 балкон,16-22 м²,,2007,Без ремонта,,Изолированная,
218,55,5,,Вторичка,4100000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/246776576/,32,8,1 раздельный,1 балкон,19.4-13.4 м²,,1960,,На улицу,Изолированная,
219,59,3,,Вторичка,4300000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246776430/,23,25,1 совмещенный,1 балкон,23-25.7 м²,,1957,,Во двор,,
220,61,3,,Вторичка,4300000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246776549/,48,6,1 раздельный,1 балкон,23-25.7 м²,,1957,,,Изолированная,
221,51,10,,Вторичка,2300000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/246676275/,28,9,1 раздельный,2 лоджии,16-12 м²,,,Косметический,На улицу,Изолированная,
222,51,5,,Вторичка,2200000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/228330753/,28,7,1 раздельный,1 балкон,"11,8+16,4 м²","2,8 м",1984,Косметический,На улицу и двор,,
