,Общая,Жилая,Кухня,Этаж,Срок сдачи,Тип жилья,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Санузел,Балкон/лоджия,Цена,Комнат,Район,Высота потолков,Построен,Планировка,Ремонт,Вид из окон,Отделка,Линк
152,55,34.0,6.0,5,,Вторичка,,1 совмещенный,1 балкон,2300000,3-комн.,р-н Ворошиловский,,1963.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776464/
153,58,42.0,5.0,1,,Вторичка,14-18.5-10.2 м²,1 раздельный,,2500000,3-комн.,р-н Советский,,1971.0,,,,,https://volgograd.cian.ru/sale/flat/246776488/
154,66,41.0,8.0,10,,Вторичка,18.4-13.2-9.9 м²,1 раздельный,1 лоджия,2610000,3-комн.,р-н Тракторозаводский,,1998.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776402/
155,57,40.0,10.0,5,,Вторичка,,1 совмещенный,1 балкон,2650000,3-комн.,р-н Советский,,1966.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/246776449/
156,83,50.0,14.0,1,,Вторичка,14-15-21 м²,1 раздельный,,2700000,3-комн.,р-н Советский,,1952.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776566/
157,63,41.0,6.0,4,,Вторичка,,1 раздельный,1 балкон,2850000,3-комн.,р-н Краснооктябрьский,,1954.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776445/
158,65,39.0,8.0,8,,Вторичка,16-13-10 м²,1 раздельный,1 лоджия,3000000,3-комн.,р-н Советский,,,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776378/
159,61,38.0,8.0,9,,Вторичка,15.6-10.1-12.8 м²,1 раздельный,1 балкон,3060000,3-комн.,р-н Дзержинский,,1989.0,Изолированная,Без ремонта,Во двор,,https://volgograd.cian.ru/sale/flat/246776468/
160,68,41.0,8.0,9,,Вторичка,13.3-10.4-17.4 м²,1 раздельный,2 балкона,3150000,3-комн.,р-н Дзержинский,,1987.0,Изолированная,,Во двор,,https://volgograd.cian.ru/sale/flat/246776574/
161,68,39.0,11.0,1,,Вторичка,17-12-10 м²,1 раздельный,1 балкон,3500000,3-комн.,р-н Ворошиловский,,,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776581/
162,70,40.0,9.0,9,,Вторичка,17-10-13 м²,1 совмещенный,2 лоджии,3690000,3-комн.,р-н Дзержинский,,1999.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776376/
163,59,42.0,9.0,12,,Вторичка,21-10-11 м²,1 раздельный,1 балкон,3870000,3-комн.,р-н Ворошиловский,,1971.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776569/
164,84,50.0,13.0,3,,Вторичка,22-14-14.9 м²,1 раздельный,1 балкон,3900000,3-комн.,р-н Советский,,1953.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776538/
165,72,42.0,8.0,7,,Вторичка,16.8-12.5-13 м²,1 раздельный,1 лоджия,4100000,3-комн.,р-н Советский,,2006.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776546/
166,64,40.0,8.0,2,,Вторичка,,1 раздельный,1 балкон,4180000,3-комн.,р-н Дзержинский,,1987.0,Изолированная,,На улицу,,https://volgograd.cian.ru/sale/flat/246776693/
167,82,57.0,7.0,4,,Вторичка,,1 совмещенный,"1 балкон, 1 лоджия",5100000,3-комн.,р-н Центральный,,1951.0,,,Во двор,,https://volgograd.cian.ru/sale/flat/246776668/
168,105,61.0,15.0,6,,Вторичка,26-24-10 м²,,1 лоджия,5200000,3-комн.,р-н Краснооктябрьский,,2004.0,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/246776509/
169,56,40.0,8.0,6,,Вторичка,20.6-9.9-9.7 м²,1 совмещенный,"1 балкон, 1 лоджия",5650000,3-комн.,р-н Центральный,,1973.0,Изолированная,,Во двор,,https://volgograd.cian.ru/sale/flat/246776644/
170,76,54.0,20.0,25,,Вторичка,25-11-18 м²,1 раздельный,1 лоджия,6500000,3-комн.,р-н Центральный,,2011.0,,Дизайнерский,Во двор,,https://volgograd.cian.ru/sale/flat/246816419/
171,101,57.0,13.0,13,,Вторичка,28-13-16 м²,,1 балкон,7200000,3-комн.,р-н Дзержинский,,2012.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776370/
172,112,63.0,16.0,17,,Вторичка,24-21-18 м²,,2 лоджии,7500000,3-комн.,р-н Дзержинский,,2013.0,Изолированная,,,,https://volgograd.cian.ru/sale/flat/246776369/
173,51,36.0,5.0,3,,Вторичка,,1 раздельный,1 балкон,2550000,3-комн.,р-н Ворошиловский,"2,5 м",1973.0,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/242078517/
174,122,62.0,16.0,5,,Вторичка,20-25-17 м²,1 совмещенный,2 лоджии,5200000,3-комн.,р-н Центральный,,,Изолированная,Без ремонта,На улицу,,https://volgograd.cian.ru/sale/flat/241207327/
175,70,46.0,8.0,3,,Вторичка,19-18-9 м²,,,2960000,3-комн.,р-н Краснооктябрьский,,,Изолированная,,Во двор,,https://volgograd.cian.ru/sale/flat/244243369/
176,64,41.0,10.0,1,,Вторичка,17-13-11 м²,1 раздельный,2 лоджии,2920000,3-комн.,р-н Краснооктябрьский,,,Изолированная,Косметический,На улицу,,https://volgograd.cian.ru/sale/flat/246676274/
177,61,45.0,6.0,1,,Вторичка,,1 раздельный,,1650000,3-комн.,р-н Красноармейский,"2,5 м",1972.0,,Косметический,,,https://volgograd.cian.ru/sale/flat/201801142/
178,65,38.0,8.0,9,,Вторичка,"16,2-9,1-13,1 м²",1 раздельный,2 лоджии,4350000,3-комн.,р-н Ворошиловский,,1994.0,Изолированная,Евроремонт,На улицу и двор,,https://volgograd.cian.ru/sale/flat/245067746/
179,60,43.0,5.0,3,,Вторичка,"15,4-14,7+13,4 м²",1 раздельный,1 балкон,1450000,3-комн.,р-н Красноармейский,,,Смежно-изолированная,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/214820982/
180,55,36.0,6.0,4,,Вторичка,,1 совмещенный,1 балкон,2150000,3-комн.,р-н Красноармейский,"2,5 м",1960.0,,Косметический,,,https://volgograd.cian.ru/sale/flat/244749057/
181,54,31.0,6.0,8,,Вторичка,,1 раздельный,1 балкон,2970000,3-комн.,р-н Центральный,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222088779/
182,61,45.0,6.0,3,,Вторичка,,1 раздельный,1 балкон,2260000,3-комн.,р-н Красноармейский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222085526/
183,61,45.0,6.0,2,,Вторичка,,1 раздельный,1 балкон,2267000,3-комн.,р-н Краснооктябрьский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222086339/
184,64,40.0,10.0,7,,Вторичка,1 м²,1 раздельный,2 лоджии,3700000,3-комн.,р-н Ворошиловский,,1991.0,Изолированная,Косметический,,,https://volgograd.cian.ru/sale/flat/246585201/
185,57,40.0,7.0,2,,Вторичка,,1 совмещенный,1 балкон,2260000,3-комн.,р-н Краснооктябрьский,,,,Косметический,,,https://volgograd.cian.ru/sale/flat/243641808/
186,70,39.0,7.0,2,,Вторичка,,,,2360000,3-комн.,р-н Краснооктябрьский,,,,Без ремонта,,,https://volgograd.cian.ru/sale/flat/243657089/
187,60,36.0,8.0,2,,Вторичка,,1 раздельный,1 балкон,2720000,3-комн.,р-н Краснооктябрьский,"2,5 м",,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/245605549/
188,65,39.0,8.0,4,,Вторичка,,1 раздельный,1 балкон,3100000,3-комн.,р-н Ворошиловский,"2,6 м",2000.0,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/244579915/
189,55,39.0,6.0,1,,Вторичка,"10,8+10,5+17,7 м²",1 совмещенный,,2350000,3-комн.,р-н Кировский,,1968.0,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/225834755/
190,81,62.0,6.0,2,,Новостройка,22.1-12.9-27.9 м²,1 раздельный,1 лоджия,5359000,3-комн.,р-н Центральный,,,Изолированная,,На улицу,Черновая,https://volgograd.cian.ru/sale/flat/236233233/
191,74,50.0,8.0,2,,Вторичка,,1 совмещенный,1 балкон,3800000,3-комн.,р-н Ворошиловский,,,,Евроремонт,Во двор,,https://volgograd.cian.ru/sale/flat/239700550/
192,69,42.0,10.0,14,,Вторичка,,1 совмещенный,1 балкон,4290000,3-комн.,р-н Центральный,"2,65 м",1993.0,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/245959436/
193,76,46.0,7.0,5,,Вторичка,"18-14,5-14 м²",1 раздельный,1 балкон,2340000,3-комн.,р-н Тракторозаводский,"2,95 м",1955.0,Изолированная,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/238442162/
194,80,38.0,12.0,1,,Вторичка,,1 раздельный,,3370000,3-комн.,р-н Ворошиловский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222085346/
195,60,37.0,8.0,8,,Вторичка,,1 раздельный,1 лоджия,4000000,3-комн.,р-н Центральный,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222086067/
196,66,40.0,8.0,7,,Вторичка,17-13-10 м²,1 раздельный,1 лоджия,3250000,3-комн.,р-н Тракторозаводский,"2,6 м",,Изолированная,,,,https://volgograd.cian.ru/sale/flat/238483404/
197,46,32.0,5.0,5,,Вторичка,,1 совмещенный,1 балкон,1890000,3-комн.,р-н Красноармейский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222085737/
198,63,,,3,,Вторичка,,,1 балкон,4100000,3-комн.,р-н Ворошиловский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222089071/
199,69,49.0,10.0,3,,Вторичка,,1 раздельный,,1910000,3-комн.,р-н Тракторозаводский,,,,,,,https://volgograd.cian.ru/sale/flat/222086265/
200,66,40.0,8.0,9,,Вторичка,,1 раздельный,1 балкон,3250000,3-комн.,р-н Дзержинский,"2,65 м",,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/235035558/
201,64,46.0,8.0,8,,Вторичка,,1 раздельный,,3770000,3-комн.,р-н Ворошиловский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222085385/
202,70,37.0,7.0,2,,Вторичка,,1 раздельный,1 балкон,2560000,3-комн.,р-н Тракторозаводский,3 м,,Смежно-изолированная,Косметический,,,https://volgograd.cian.ru/sale/flat/238110589/
203,69,48.0,8.0,1,,Вторичка,,1 совмещенный,1 лоджия,2960000,3-комн.,р-н Советский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222085355/
204,86,49.0,11.0,10,4.0,Новостройка,17.94-15.87-16.02 м²,1 раздельный,1 балкон,4523080,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/235886697/
205,61,42.0,6.0,4,,Вторичка,,1 раздельный,1 балкон,2760000,3-комн.,р-н Краснооктябрьский,"2,5 м",1968.0,,Без ремонта,На улицу и двор,,https://volgograd.cian.ru/sale/flat/246639860/
206,68,46.0,8.0,2,,Вторичка,,1 раздельный,1 балкон,2500000,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222085917/
207,80,45.0,19.0,6,,Вторичка,,1 раздельный,1 балкон,4950000,3-комн.,р-н Краснооктябрьский,"2,5 м",1994.0,,Евроремонт,На улицу и двор,,https://volgograd.cian.ru/sale/flat/246639861/
208,65,39.0,7.0,9,,Вторичка,,1 раздельный,1 балкон,3780000,3-комн.,р-н Краснооктябрьский,"2,6 м",,,Евроремонт,На улицу и двор,,https://volgograd.cian.ru/sale/flat/246663736/
209,80,52.0,13.0,2,,Вторичка,,1 раздельный,,1720000,3-комн.,р-н Кировский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222086103/
210,50,30.0,6.0,4,,Вторичка,,1 раздельный,1 балкон,2310000,3-комн.,р-н Советский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222085561/
211,90,49.0,22.0,9,,Вторичка,22.5-16-11.1 м²,,1 балкон,4900000,3-комн.,р-н Советский,"2,7 м",,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/177889852/
212,100,46.0,19.0,2,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",5200000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/222088713/
213,65,39.0,8.0,9,,Вторичка,,1 раздельный,1 лоджия,2860000,3-комн.,р-н Красноармейский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222088651/
214,57,34.0,7.0,9,,Вторичка,,1 совмещенный,1 балкон,3300000,3-комн.,р-н Советский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222088748/
215,82,62.0,6.0,15,,Новостройка,22.1-12.9-27.9 м²,1 раздельный,1 лоджия,5208000,3-комн.,р-н Центральный,,,Изолированная,,На улицу,Черновая,https://volgograd.cian.ru/sale/flat/236613393/
216,80,62.0,6.0,2,,Новостройка,22.1-12.9-27.9 м²,1 раздельный,1 лоджия,5326000,3-комн.,р-н Центральный,,,Изолированная,,На улицу,Черновая,https://volgograd.cian.ru/sale/flat/236613388/
217,84,62.0,6.0,13,,Новостройка,22.1-12.9-27.9 м²,1 раздельный,1 лоджия,5366000,3-комн.,р-н Центральный,,,Изолированная,,На улицу,Черновая,https://volgograd.cian.ru/sale/flat/236579571/
218,60,42.0,8.0,1,,Вторичка,,1 раздельный,1 лоджия,1860000,3-комн.,р-н Красноармейский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222089123/
219,56,41.0,6.0,4,,Вторичка,,1 совмещенный,1 балкон,2100000,3-комн.,р-н Кировский,,1967.0,,Без ремонта,На улицу и двор,,https://volgograd.cian.ru/sale/flat/243780637/
220,63,35.0,6.0,5,,Вторичка,,1 раздельный,1 балкон,2550000,3-комн.,р-н Краснооктябрьский,"2,5 м",1969.0,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/246639859/
221,54,37.0,6.0,1,,Вторичка,,1 раздельный,1 балкон,2780000,3-комн.,р-н Тракторозаводский,,1974.0,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/246665374/
222,87,50.0,11.0,1,4.0,Новостройка,20.15-16.31-14.14 м²,1 раздельный,,4203500,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/239915901/
